Time,Node,ID,Ax,Ay,Az,Gx,Gy,Gz,Activity
26.0,1,1,1.3599999999999999,0.0,9.8,0.0,0.0,0.0,WALK
26.0,2,1,1.46,0.0,9.8,0.0,0.0,0.0,WALK
26.0,3,1,1.56,0.0,9.8,0.0,0.0,0.0,WALK
26.0,4,1,1.6600000000000001,0.0,9.8,0.0,0.0,0.0,WALK
27.0,1,1,1.37,0.0,9.8,0.0,0.0,0.0,WALK
27.0,2,1,1.47,0.0,9.8,0.0,0.0,0.0,WALK
27.0,3,1,1.57,0.0,9.8,0.0,0.0,0.0,WALK
27.0,4,1,1.67,0.0,9.8,0.0,0.0,0.0,WALK
28.0,1,1,1.38,0.0,9.8,0.0,0.0,0.0,WALK
28.0,2,1,1.48,0.0,9.8,0.0,0.0,0.0,WALK
28.0,3,1,1.58,0.0,9.8,0.0,0.0,0.0,WALK
28.0,4,1,1.6800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
29.0,1,1,1.3900000000000001,0.0,9.8,0.0,0.0,0.0,WALK
29.0,2,1,1.49,0.0,9.8,0.0,0.0,0.0,WALK
29.0,3,1,1.59,0.0,9.8,0.0,0.0,0.0,WALK
29.0,4,1,1.69,0.0,9.8,0.0,0.0,0.0,WALK
30.0,1,1,1.4,0.0,9.8,0.0,0.0,0.0,WALK
30.0,2,1,1.5,0.0,9.8,0.0,0.0,0.0,WALK
30.0,3,1,1.6,0.0,9.8,0.0,0.0,0.0,WALK
30.0,4,1,1.7,0.0,9.8,0.0,0.0,0.0,WALK
31.0,1,1,1.4100000000000001,0.0,9.8,0.0,0.0,0.0,WALK
31.0,2,1,1.51,0.0,9.8,0.0,0.0,0.0,WALK
31.0,3,1,1.61,0.0,9.8,0.0,0.0,0.0,WALK
31.0,4,1,1.71,0.0,9.8,0.0,0.0,0.0,WALK
32.0,1,1,1.42,0.0,9.8,0.0,0.0,0.0,WALK
32.0,2,1,1.52,0.0,9.8,0.0,0.0,0.0,WALK
32.0,3,1,1.62,0.0,9.8,0.0,0.0,0.0,WALK
32.0,4,1,1.72,0.0,9.8,0.0,0.0,0.0,WALK
33.0,1,1,1.4300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
33.0,2,1,1.53,0.0,9.8,0.0,0.0,0.0,WALK
33.0,3,1,1.6300000000000001,0.0,9.8,0.0,0.0,0.0,WALK
33.0,4,1,1.73,0.0,9.8,0.0,0.0,0.0,WALK
34.0,1,1,1.44,0.0,9.8,0.0,0.0,0.0,WALK
34.0,2,1,1.54,0.0,9.8,0.0,0.0,0.0,WALK
34.0,3,1,1.6400000000000001,0.0,9.8,0.0,0.0,0.0,WALK
34.0,4,1,1.74,0.0,9.8,0.0,0.0,0.0,WALK
35.0,1,1,1.4500000000000002,0.0,9.8,0.0,0.0,0.0,WALK
35.0,2,1,1.55,0.0,9.8,0.0,0.0,0.0,WALK
35.0,3,1,1.6500000000000001,0.0,9.8,0.0,0.0,0.0,WALK
35.0,4,1,1.75,0.0,9.8,0.0,0.0,0.0,WALK
36.0,1,1,1.46,0.0,9.8,0.0,0.0,0.0,WALK
36.0,2,1,1.56,0.0,9.8,0.0,0.0,0.0,WALK
36.0,3,1,1.6600000000000001,0.0,9.8,0.0,0.0,0.0,WALK
36.0,4,1,1.76,0.0,9.8,0.0,0.0,0.0,WALK
37.0,1,1,1.47,0.0,9.8,0.0,0.0,0.0,WALK
37.0,2,1,1.57,0.0,9.8,0.0,0.0,0.0,WALK
37.0,3,1,1.67,0.0,9.8,0.0,0.0,0.0,WALK
37.0,4,1,1.77,0.0,9.8,0.0,0.0,0.0,WALK
38.0,1,1,1.48,0.0,9.8,0.0,0.0,0.0,WALK
38.0,2,1,1.58,0.0,9.8,0.0,0.0,0.0,WALK
38.0,3,1,1.6800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
38.0,4,1,1.78,0.0,9.8,0.0,0.0,0.0,WALK
39.0,1,1,1.49,0.0,9.8,0.0,0.0,0.0,WALK
39.0,2,1,1.59,0.0,9.8,0.0,0.0,0.0,WALK
39.0,3,1,1.69,0.0,9.8,0.0,0.0,0.0,WALK
39.0,4,1,1.79,0.0,9.8,0.0,0.0,0.0,WALK
40.0,1,1,1.5,0.0,9.8,0.0,0.0,0.0,WALK
40.0,2,1,1.6,0.0,9.8,0.0,0.0,0.0,WALK
40.0,3,1,1.7000000000000002,0.0,9.8,0.0,0.0,0.0,WALK
40.0,4,1,1.8,0.0,9.8,0.0,0.0,0.0,WALK
41.0,1,1,1.51,0.0,9.8,0.0,0.0,0.0,WALK
41.0,2,1,1.61,0.0,9.8,0.0,0.0,0.0,WALK
41.0,3,1,1.71,0.0,9.8,0.0,0.0,0.0,WALK
41.0,4,1,1.81,0.0,9.8,0.0,0.0,0.0,WALK
42.0,1,1,1.52,0.0,9.8,0.0,0.0,0.0,WALK
42.0,2,1,1.62,0.0,9.8,0.0,0.0,0.0,WALK
42.0,3,1,1.72,0.0,9.8,0.0,0.0,0.0,WALK
42.0,4,1,1.82,0.0,9.8,0.0,0.0,0.0,WALK
43.0,1,1,1.53,0.0,9.8,0.0,0.0,0.0,WALK
43.0,2,1,1.63,0.0,9.8,0.0,0.0,0.0,WALK
43.0,3,1,1.73,0.0,9.8,0.0,0.0,0.0,WALK
43.0,4,1,1.83,0.0,9.8,0.0,0.0,0.0,WALK
44.0,1,1,1.54,0.0,9.8,0.0,0.0,0.0,WALK
44.0,2,1,1.6400000000000001,0.0,9.8,0.0,0.0,0.0,WALK
44.0,3,1,1.74,0.0,9.8,0.0,0.0,0.0,WALK
44.0,4,1,1.84,0.0,9.8,0.0,0.0,0.0,WALK
45.0,1,1,1.55,0.0,9.8,0.0,0.0,0.0,WALK
45.0,2,1,1.65,0.0,9.8,0.0,0.0,0.0,WALK
45.0,3,1,1.75,0.0,9.8,0.0,0.0,0.0,WALK
45.0,4,1,1.85,0.0,9.8,0.0,0.0,0.0,WALK
46.0,1,1,1.56,0.0,9.8,0.0,0.0,0.0,WALK
46.0,2,1,1.6600000000000001,0.0,9.8,0.0,0.0,0.0,WALK
46.0,3,1,1.76,0.0,9.8,0.0,0.0,0.0,WALK
46.0,4,1,1.86,0.0,9.8,0.0,0.0,0.0,WALK
47.0,1,1,1.57,0.0,9.8,0.0,0.0,0.0,WALK
47.0,2,1,1.67,0.0,9.8,0.0,0.0,0.0,WALK
47.0,3,1,1.77,0.0,9.8,0.0,0.0,0.0,WALK
47.0,4,1,1.87,0.0,9.8,0.0,0.0,0.0,WALK
48.0,1,1,1.58,0.0,9.8,0.0,0.0,0.0,WALK
48.0,2,1,1.68,0.0,9.8,0.0,0.0,0.0,WALK
48.0,3,1,1.78,0.0,9.8,0.0,0.0,0.0,WALK
48.0,4,1,1.88,0.0,9.8,0.0,0.0,0.0,WALK
49.0,1,1,1.5899999999999999,0.0,9.8,0.0,0.0,0.0,WALK
49.0,2,1,1.69,0.0,9.8,0.0,0.0,0.0,WALK
49.0,3,1,1.79,0.0,9.8,0.0,0.0,0.0,WALK
49.0,4,1,1.8900000000000001,0.0,9.8,0.0,0.0,0.0,WALK
50.0,1,1,1.6,0.0,9.8,0.0,0.0,0.0,WALK
50.0,2,1,1.7,0.0,9.8,0.0,0.0,0.0,WALK
50.0,3,1,1.8,0.0,9.8,0.0,0.0,0.0,WALK
50.0,4,1,1.9,0.0,9.8,0.0,0.0,0.0,WALK
51.0,1,1,1.6099999999999999,0.0,9.8,0.0,0.0,0.0,WALK
51.0,2,1,1.71,0.0,9.8,0.0,0.0,0.0,WALK
51.0,3,1,1.81,0.0,9.8,0.0,0.0,0.0,WALK
51.0,4,1,1.9100000000000001,0.0,9.8,0.0,0.0,0.0,WALK
52.0,1,1,1.62,0.0,9.8,0.0,0.0,0.0,WALK
52.0,2,1,1.72,0.0,9.8,0.0,0.0,0.0,WALK
52.0,3,1,1.82,0.0,9.8,0.0,0.0,0.0,WALK
52.0,4,1,1.92,0.0,9.8,0.0,0.0,0.0,WALK
53.0,1,1,1.63,0.0,9.8,0.0,0.0,0.0,WALK
53.0,2,1,1.73,0.0,9.8,0.0,0.0,0.0,WALK
53.0,3,1,1.83,0.0,9.8,0.0,0.0,0.0,WALK
53.0,4,1,1.9300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
54.0,1,1,1.6400000000000001,0.0,9.8,0.0,0.0,0.0,WALK
54.0,2,1,1.74,0.0,9.8,0.0,0.0,0.0,WALK
54.0,3,1,1.84,0.0,9.8,0.0,0.0,0.0,WALK
54.0,4,1,1.94,0.0,9.8,0.0,0.0,0.0,WALK
55.0,1,1,1.65,0.0,9.8,0.0,0.0,0.0,WALK
55.0,2,1,1.75,0.0,9.8,0.0,0.0,0.0,WALK
55.0,3,1,1.85,0.0,9.8,0.0,0.0,0.0,WALK
55.0,4,1,1.9500000000000002,0.0,9.8,0.0,0.0,0.0,WALK
56.0,1,1,1.6600000000000001,0.0,9.8,0.0,0.0,0.0,WALK
56.0,2,1,1.76,0.0,9.8,0.0,0.0,0.0,WALK
56.0,3,1,1.86,0.0,9.8,0.0,0.0,0.0,WALK
56.0,4,1,1.96,0.0,9.8,0.0,0.0,0.0,WALK
57.0,1,1,1.67,0.0,9.8,0.0,0.0,0.0,WALK
57.0,2,1,1.77,0.0,9.8,0.0,0.0,0.0,WALK
57.0,3,1,1.87,0.0,9.8,0.0,0.0,0.0,WALK
57.0,4,1,1.9700000000000002,0.0,9.8,0.0,0.0,0.0,WALK
58.0,1,1,1.68,0.0,9.8,0.0,0.0,0.0,WALK
58.0,2,1,1.78,0.0,9.8,0.0,0.0,0.0,WALK
58.0,3,1,1.88,0.0,9.8,0.0,0.0,0.0,WALK
58.0,4,1,1.98,0.0,9.8,0.0,0.0,0.0,WALK
59.0,1,1,1.69,0.0,9.8,0.0,0.0,0.0,WALK
59.0,2,1,1.79,0.0,9.8,0.0,0.0,0.0,WALK
59.0,3,1,1.8900000000000001,0.0,9.8,0.0,0.0,0.0,WALK
59.0,4,1,1.99,0.0,9.8,0.0,0.0,0.0,WALK
60.0,1,1,1.7,0.0,9.8,0.0,0.0,0.0,WALK
60.0,2,1,1.8,0.0,9.8,0.0,0.0,0.0,WALK
60.0,3,1,1.9,0.0,9.8,0.0,0.0,0.0,WALK
60.0,4,1,2.0,0.0,9.8,0.0,0.0,0.0,WALK
61.0,1,1,1.71,0.0,9.8,0.0,0.0,0.0,WALK
61.0,2,1,1.81,0.0,9.8,0.0,0.0,0.0,WALK
61.0,3,1,1.9100000000000001,0.0,9.8,0.0,0.0,0.0,WALK
61.0,4,1,2.01,0.0,9.8,0.0,0.0,0.0,WALK
62.0,1,1,1.72,0.0,9.8,0.0,0.0,0.0,WALK
62.0,2,1,1.82,0.0,9.8,0.0,0.0,0.0,WALK
62.0,3,1,1.92,0.0,9.8,0.0,0.0,0.0,WALK
62.0,4,1,2.02,0.0,9.8,0.0,0.0,0.0,WALK
63.0,1,1,1.73,0.0,9.8,0.0,0.0,0.0,WALK
63.0,2,1,1.83,0.0,9.8,0.0,0.0,0.0,WALK
63.0,3,1,1.9300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
63.0,4,1,2.0300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
64.0,1,1,1.74,0.0,9.8,0.0,0.0,0.0,WALK
64.0,2,1,1.84,0.0,9.8,0.0,0.0,0.0,WALK
64.0,3,1,1.94,0.0,9.8,0.0,0.0,0.0,WALK
64.0,4,1,2.04,0.0,9.8,0.0,0.0,0.0,WALK
65.0,1,1,1.75,0.0,9.8,0.0,0.0,0.0,WALK
65.0,2,1,1.85,0.0,9.8,0.0,0.0,0.0,WALK
65.0,3,1,1.9500000000000002,0.0,9.8,0.0,0.0,0.0,WALK
65.0,4,1,2.05,0.0,9.8,0.0,0.0,0.0,WALK
66.0,1,1,1.76,0.0,9.8,0.0,0.0,0.0,WALK
66.0,2,1,1.86,0.0,9.8,0.0,0.0,0.0,WALK
66.0,3,1,1.96,0.0,9.8,0.0,0.0,0.0,WALK
66.0,4,1,2.06,0.0,9.8,0.0,0.0,0.0,WALK
67.0,1,1,1.77,0.0,9.8,0.0,0.0,0.0,WALK
67.0,2,1,1.87,0.0,9.8,0.0,0.0,0.0,WALK
67.0,3,1,1.9700000000000002,0.0,9.8,0.0,0.0,0.0,WALK
67.0,4,1,2.0700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
68.0,1,1,1.78,0.0,9.8,0.0,0.0,0.0,WALK
68.0,2,1,1.8800000000000001,0.0,9.8,0.0,0.0,0.0,WALK
68.0,3,1,1.98,0.0,9.8,0.0,0.0,0.0,WALK
68.0,4,1,2.08,0.0,9.8,0.0,0.0,0.0,WALK
69.0,1,1,1.79,0.0,9.8,0.0,0.0,0.0,WALK
69.0,2,1,1.8900000000000001,0.0,9.8,0.0,0.0,0.0,WALK
69.0,3,1,1.9900000000000002,0.0,9.8,0.0,0.0,0.0,WALK
69.0,4,1,2.09,0.0,9.8,0.0,0.0,0.0,WALK
70.0,1,1,1.8,0.0,9.8,0.0,0.0,0.0,WALK
70.0,2,1,1.9000000000000001,0.0,9.8,0.0,0.0,0.0,WALK
70.0,3,1,2.0,0.0,9.8,0.0,0.0,0.0,WALK
70.0,4,1,2.1,0.0,9.8,0.0,0.0,0.0,WALK
71.0,1,1,1.81,0.0,9.8,0.0,0.0,0.0,WALK
71.0,2,1,1.91,0.0,9.8,0.0,0.0,0.0,WALK
71.0,3,1,2.01,0.0,9.8,0.0,0.0,0.0,WALK
71.0,4,1,2.11,0.0,9.8,0.0,0.0,0.0,WALK
72.0,1,1,1.8199999999999998,0.0,9.8,0.0,0.0,0.0,WALK
72.0,2,1,1.92,0.0,9.8,0.0,0.0,0.0,WALK
72.0,3,1,2.02,0.0,9.8,0.0,0.0,0.0,WALK
72.0,4,1,2.12,0.0,9.8,0.0,0.0,0.0,WALK
73.0,1,1,1.83,0.0,9.8,0.0,0.0,0.0,WALK
73.0,2,1,1.93,0.0,9.8,0.0,0.0,0.0,WALK
73.0,3,1,2.0300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
73.0,4,1,2.13,0.0,9.8,0.0,0.0,0.0,WALK
74.0,1,1,1.8399999999999999,0.0,9.8,0.0,0.0,0.0,WALK
74.0,2,1,1.94,0.0,9.8,0.0,0.0,0.0,WALK
74.0,3,1,2.04,0.0,9.8,0.0,0.0,0.0,WALK
74.0,4,1,2.14,0.0,9.8,0.0,0.0,0.0,WALK
75.0,1,1,1.85,0.0,9.8,0.0,0.0,0.0,WALK
75.0,2,1,1.95,0.0,9.8,0.0,0.0,0.0,WALK
75.0,3,1,2.05,0.0,9.8,0.0,0.0,0.0,WALK
75.0,4,1,2.15,0.0,9.8,0.0,0.0,0.0,WALK
76.0,1,1,1.8599999999999999,0.0,9.8,0.0,0.0,0.0,WALK
76.0,2,1,1.96,0.0,9.8,0.0,0.0,0.0,WALK
76.0,3,1,2.06,0.0,9.8,0.0,0.0,0.0,WALK
76.0,4,1,2.16,0.0,9.8,0.0,0.0,0.0,WALK
77.0,1,1,1.87,0.0,9.8,0.0,0.0,0.0,WALK
77.0,2,1,1.97,0.0,9.8,0.0,0.0,0.0,WALK
77.0,3,1,2.0700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
77.0,4,1,2.17,0.0,9.8,0.0,0.0,0.0,WALK
78.0,1,1,1.88,0.0,9.8,0.0,0.0,0.0,WALK
78.0,2,1,1.98,0.0,9.8,0.0,0.0,0.0,WALK
78.0,3,1,2.08,0.0,9.8,0.0,0.0,0.0,WALK
78.0,4,1,2.18,0.0,9.8,0.0,0.0,0.0,WALK
79.0,1,1,1.8900000000000001,0.0,9.8,0.0,0.0,0.0,WALK
79.0,2,1,1.99,0.0,9.8,0.0,0.0,0.0,WALK
79.0,3,1,2.09,0.0,9.8,0.0,0.0,0.0,WALK
79.0,4,1,2.19,0.0,9.8,0.0,0.0,0.0,WALK
80.0,1,1,1.9,0.0,9.8,0.0,0.0,0.0,WALK
80.0,2,1,2.0,0.0,9.8,0.0,0.0,0.0,WALK
80.0,3,1,2.1,0.0,9.8,0.0,0.0,0.0,WALK
80.0,4,1,2.2,0.0,9.8,0.0,0.0,0.0,WALK
81.0,1,1,1.9100000000000001,0.0,9.8,0.0,0.0,0.0,WALK
81.0,2,1,2.01,0.0,9.8,0.0,0.0,0.0,WALK
81.0,3,1,2.1100000000000003,0.0,9.8,0.0,0.0,0.0,WALK
81.0,4,1,2.21,0.0,9.8,0.0,0.0,0.0,WALK
82.0,1,1,1.92,0.0,9.8,0.0,0.0,0.0,WALK
82.0,2,1,2.02,0.0,9.8,0.0,0.0,0.0,WALK
82.0,3,1,2.12,0.0,9.8,0.0,0.0,0.0,WALK
82.0,4,1,2.22,0.0,9.8,0.0,0.0,0.0,WALK
83.0,1,1,1.9300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
83.0,2,1,2.0300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
83.0,3,1,2.13,0.0,9.8,0.0,0.0,0.0,WALK
83.0,4,1,2.23,0.0,9.8,0.0,0.0,0.0,WALK
84.0,1,1,1.94,0.0,9.8,0.0,0.0,0.0,WALK
84.0,2,1,2.04,0.0,9.8,0.0,0.0,0.0,WALK
84.0,3,1,2.14,0.0,9.8,0.0,0.0,0.0,WALK
84.0,4,1,2.24,0.0,9.8,0.0,0.0,0.0,WALK
85.0,1,1,1.95,0.0,9.8,0.0,0.0,0.0,WALK
85.0,2,1,2.05,0.0,9.8,0.0,0.0,0.0,WALK
85.0,3,1,2.15,0.0,9.8,0.0,0.0,0.0,WALK
85.0,4,1,2.25,0.0,9.8,0.0,0.0,0.0,WALK
86.0,1,1,1.96,0.0,9.8,0.0,0.0,0.0,WALK
86.0,2,1,2.06,0.0,9.8,0.0,0.0,0.0,WALK
86.0,3,1,2.16,0.0,9.8,0.0,0.0,0.0,WALK
86.0,4,1,2.26,0.0,9.8,0.0,0.0,0.0,WALK
87.0,1,1,1.97,0.0,9.8,0.0,0.0,0.0,WALK
87.0,2,1,2.0700000000000003,0.0,9.8,0.0,0.0,0.0,WALK
87.0,3,1,2.17,0.0,9.8,0.0,0.0,0.0,WALK
87.0,4,1,2.27,0.0,9.8,0.0,0.0,0.0,WALK
88.0,1,1,1.98,0.0,9.8,0.0,0.0,0.0,WALK
88.0,2,1,2.08,0.0,9.8,0.0,0.0,0.0,WALK
88.0,3,1,2.18,0.0,9.8,0.0,0.0,0.0,WALK
88.0,4,1,2.2800000000000002,0.0,9.8,0.0,0.0,0.0,WALK
89.0,1,1,1.99,0.0,9.8,0.0,0.0,0.0,WALK
89.0,2,1,2.09,0.0,9.8,0.0,0.0,0.0,WALK
89.0,3,1,2.19,0.0,9.8,0.0,0.0,0.0,WALK
89.0,4,1,2.29,0.0,9.8,0.0,0.0,0.0,WALK
90.0,1,1,2.0,0.0,9.8,0.0,0.0,0.0,WALK
90.0,2,1,2.1,0.0,9.8,0.0,0.0,0.0,WALK
90.0,3,1,2.2,0.0,9.8,0.0,0.0,0.0,WALK
90.0,4,1,2.3,0.0,9.8,0.0,0.0,0.0,WALK
91.0,1,1,2.01,0.0,9.8,0.0,0.0,0.0,WALK
91.0,2,1,2.1100000000000003,0.0,9.8,0.0,0.0,0.0,WALK
91.0,3,1,2.21,0.0,9.8,0.0,0.0,0.0,WALK
91.0,4,1,2.31,0.0,9.8,0.0,0.0,0.0,WALK
92.0,1,1,2.02,0.0,9.8,0.0,0.0,0.0,WALK
92.0,2,1,2.12,0.0,9.8,0.0,0.0,0.0,WALK
92.0,3,1,2.22,0.0,9.8,0.0,0.0,0.0,WALK
92.0,4,1,2.3200000000000003,0.0,9.8,0.0,0.0,0.0,WALK
93.0,1,1,2.0300000000000002,0.0,9.8,0.0,0.0,0.0,WALK
93.0,2,1,2.13,0.0,9.8,0.0,0.0,0.0,WALK
93.0,3,1,2.23,0.0,9.8,0.0,0.0,0.0,WALK
93.0,4,1,2.33,0.0,9.8,0.0,0.0,0.0,WALK
94.0,1,1,2.04,0.0,9.8,0.0,0.0,0.0,WALK
